,Location,Incumbent,Inc_party,Inc_first_elected,Candidate,Cand_party,state_name,district_num,state_abb,dist_id,Cand_party_abb,is_incumbent,years_in_congress,District,Representative,Assumed office,Born,Female,Black,Hispanic,Asian,Age
813,Washington 9,Adam Smith,Democratic,1996.0,Adam Smith,Democratic,Washington,9,WA,WA_9,D,1,22,Washington 9,Adam Smith,1997.0,1965.0,0.0,0.0,0.0,0.0,53.0
814,Washington 9,Adam Smith,Democratic,1996.0,Sarah Smith,Democratic,Washington,9,WA,WA_9,D,0,0,,,,,,,,,
815,Washington 10,Denny Heck,Democratic,2012.0,Joseph Brumbles,Republican,Washington,10,WA,WA_10,R,0,0,,,,,,,,,
816,Washington 10,Denny Heck,Democratic,2012.0,Denny Heck,Democratic,Washington,10,WA,WA_10,D,1,6,,,,,,,,,
817,West Virginia 1,David McKinley,Republican,2010.0,Kendra Fershee,Democratic,West Virginia,1,WV,WV_1,D,0,0,,,,,,,,,
818,West Virginia 1,David McKinley,Republican,2010.0,David McKinley,Republican,West Virginia,1,WV,WV_1,R,1,8,West Virginia 1,David McKinley,2011.0,1947.0,0.0,0.0,0.0,0.0,71.0
819,West Virginia 2,Alex Mooney,Republican,2014.0,Alex Mooney,Republican,West Virginia,2,WV,WV_2,R,1,4,West Virginia 2,Alex Mooney,2015.0,1971.0,0.0,0.0,0.0,0.0,47.0
820,West Virginia 2,Alex Mooney,Republican,2014.0,Talley Sergent,Democratic,West Virginia,2,WV,WV_2,D,0,0,,,,,,,,,
821,West Virginia 3,Evan Jenkins,Republican,2014.0,Carol Miller,Republican,West Virginia,3,WV,WV_3,R,0,0,,,,,,,,,
822,West Virginia 3,Evan Jenkins,Republican,2014.0,Richard Ojeda,Democratic,West Virginia,3,WV,WV_3,D,0,0,,,,,,,,,
823,Wisconsin 1,Paul Ryan,Republican,1998.0,Randy Bryce,Democratic,Wisconsin,1,WI,WI_1,D,0,0,,,,,,,,,
824,Wisconsin 1,Paul Ryan,Republican,1998.0,Bryan Steil,Republican,Wisconsin,1,WI,WI_1,R,0,0,,,,,,,,,
825,Wisconsin 2,Mark Pocan,Democratic,2012.0,Mark Pocan,Democratic,Wisconsin,2,WI,WI_2,D,1,6,Wisconsin 2,Mark Pocan,2013.0,1964.0,0.0,0.0,0.0,0.0,54.0
826,Wisconsin 3,Ron Kind,Democratic,1996.0,Ron Kind,Democratic,Wisconsin,3,WI,WI_3,D,1,22,Wisconsin 3,Ron Kind,1997.0,1963.0,0.0,0.0,0.0,0.0,55.0
827,Wisconsin 3,Ron Kind,Democratic,1996.0,Steve Toft,Republican,Wisconsin,3,WI,WI_3,R,0,0,,,,,,,,,
828,Wisconsin 4,Gwen Moore,Democratic,2004.0,Gwen Moore,Democratic,Wisconsin,4,WI,WI_4,D,1,14,Wisconsin 4,Gwen Moore,2005.0,1951.0,1.0,1.0,0.0,0.0,67.0
829,Wisconsin 4,Gwen Moore,Democratic,2004.0,Tim Rogers,Republican,Wisconsin,4,WI,WI_4,R,0,0,,,,,,,,,
830,Wisconsin 5,Jim Sensenbrenner,Republican,1978.0,Tom Palzewicz,Democratic,Wisconsin,5,WI,WI_5,D,0,0,,,,,,,,,
831,Wisconsin 5,Jim Sensenbrenner,Republican,1978.0,Jim Sensenbrenner,Republican,Wisconsin,5,WI,WI_5,R,1,40,Wisconsin 5,Jim Sensenbrenner,1979.0,1943.0,0.0,0.0,0.0,0.0,75.0
832,Wisconsin 6,Glenn Grothman,Republican,2014.0,Glenn Grothman,Republican,Wisconsin,6,WI,WI_6,R,1,4,Wisconsin 6,Glenn Grothman,2015.0,1955.0,0.0,0.0,0.0,0.0,63.0
833,Wisconsin 6,Glenn Grothman,Republican,2014.0,Dan Kohl,Democratic,Wisconsin,6,WI,WI_6,D,0,0,,,,,,,,,
834,Wisconsin 7,Sean Duffy,Republican,2010.0,Sean Duffy,Republican,Wisconsin,7,WI,WI_7,R,1,8,Wisconsin 7,Sean Duffy,2011.0,1971.0,0.0,0.0,0.0,0.0,47.0
835,Wisconsin 7,Sean Duffy,Republican,2010.0,Margaret Engebretson,Democratic,Wisconsin,7,WI,WI_7,D,0,0,,,,,,,,,
836,Wisconsin 8,Mike Gallagher,Republican,2016.0,Mike Gallagher,Republican,Wisconsin,8,WI,WI_8,R,1,2,Wisconsin 8,Mike Gallagher,2017.0,1984.0,0.0,0.0,0.0,0.0,34.0
837,Wisconsin 8,Mike Gallagher,Republican,2016.0,Beau Liegeois,Democratic,Wisconsin,8,WI,WI_8,D,0,0,,,,,,,,,
838,Wyoming 1,Liz Cheney,Republican,2016.0,Liz Cheney,Republican,Wyoming,1,WY,WY_1,R,1,2,Wyoming at large,Liz Cheney,2017.0,1966.0,1.0,0.0,0.0,0.0,52.0
839,Wyoming 1,Liz Cheney,Republican,2016.0,Greg Hunter,Democratic,Wyoming,1,WY,WY_1,D,0,0,,,,,,,,,
