,Location,Incumbent,Inc_party,Inc_first_elected,Candidate,Cand_party,state_name,district_num,state_abb,dist_id,Cand_party_abb,is_incumbent,years_in_congress,District,Representative,Assumed office,Born,Female,Black,Hispanic,Asian,Age
326,Kentucky 4,Thomas Massie,Republican,2012.0,Thomas Massie,Republican,Kentucky,4,KY,KY_4,R,1,6,Kentucky 4,Thomas Massie,2012.0,1971.0,0.0,0.0,0.0,0.0,47.0
327,Kentucky 5,Hal Rogers,Republican,1980.0,Hal Rogers,Republican,Kentucky,5,KY,KY_5,R,1,38,Kentucky 5,Hal Rogers,1981.0,1937.0,0.0,0.0,0.0,0.0,81.0
328,Kentucky 5,Hal Rogers,Republican,1980.0,Kenneth Stepp,Democratic,Kentucky,5,KY,KY_5,D,0,0,,,,,,,,,
329,Kentucky 6,Andy Barr,Republican,2012.0,Andy Barr,Republican,Kentucky,6,KY,KY_6,R,1,6,Kentucky 6,Andy Barr,2013.0,1973.0,0.0,0.0,0.0,0.0,45.0
330,Kentucky 6,Andy Barr,Republican,2012.0,Amy McGrath,Democratic,Kentucky,6,KY,KY_6,D,0,0,,,,,,,,,
331,Louisiana 1,Steve Scalise,Republican,2008.0,Lee Ann Dugas,Democratic,Louisiana,1,LA,LA_1,D,0,0,,,,,,,,,
332,Louisiana 1,Steve Scalise,Republican,2008.0,Jim Francis,Democratic,Louisiana,1,LA,LA_1,D,0,0,,,,,,,,,
333,Louisiana 1,Steve Scalise,Republican,2008.0,Tammy Savoie,Democratic,Louisiana,1,LA,LA_1,D,0,0,,,,,,,,,
334,Louisiana 1,Steve Scalise,Republican,2008.0,Steve Scalise,Republican,Louisiana,1,LA,LA_1,R,1,10,Louisiana 1,Steve Scalise,2008.0,1965.0,0.0,0.0,0.0,0.0,53.0
335,Louisiana 2,Cedric Richmond,Democratic,2010.0,Cedric Richmond,Democratic,Louisiana,2,LA,LA_2,D,1,8,Louisiana 2,Cedric Richmond,2011.0,1973.0,0.0,1.0,0.0,0.0,45.0
336,Louisiana 3,Clay Higgins,Republican,2016.0,Rob Anderson,Democratic,Louisiana,3,LA,LA_3,D,0,0,,,,,,,,,
337,Louisiana 3,Clay Higgins,Republican,2016.0,Josh Guillory,Republican,Louisiana,3,LA,LA_3,R,0,0,,,,,,,,,
338,Louisiana 3,Clay Higgins,Republican,2016.0,Clay Higgins,Republican,Louisiana,3,LA,LA_3,R,1,2,Louisiana 3,Clay Higgins,2017.0,1961.0,0.0,0.0,0.0,0.0,57.0
339,Louisiana 3,Clay Higgins,Republican,2016.0,Mimi Methvin,Democratic,Louisiana,3,LA,LA_3,D,0,0,,,,,,,,,
340,Louisiana 3,Clay Higgins,Republican,2016.0,Larry Rader,Democratic,Louisiana,3,LA,LA_3,D,0,0,,,,,,,,,
341,Louisiana 3,Clay Higgins,Republican,2016.0,Verone Thomas,Democratic,Louisiana,3,LA,LA_3,D,0,0,,,,,,,,,
342,Louisiana 4,Mike Johnson,Republican,2016.0,Mike Johnson,Republican,Louisiana,4,LA,LA_4,R,1,2,Louisiana 4,Mike Johnson,2017.0,1972.0,0.0,0.0,0.0,0.0,46.0
343,Louisiana 4,Mike Johnson,Republican,2016.0,Ryan Trundle,Democratic,Louisiana,4,LA,LA_4,D,0,0,,,,,,,,,
344,Louisiana 5,Ralph Abraham,Republican,2014.0,Ralph Abraham,Republican,Louisiana,5,LA,LA_5,R,1,4,Louisiana 5,Ralph Abraham,2015.0,1954.0,0.0,0.0,0.0,0.0,64.0
345,Louisiana 5,Ralph Abraham,Republican,2014.0,Jessee Carlton Fleenor,Democratic,Louisiana,5,LA,LA_5,D,0,0,,,,,,,,,
346,Louisiana 6,Garret Graves,Republican,2014.0,Justin DeWitt,Democratic,Louisiana,6,LA,LA_6,D,0,0,,,,,,,,,
347,Louisiana 6,Garret Graves,Republican,2014.0,Garret Graves,Republican,Louisiana,6,LA,LA_6,R,1,4,Louisiana 6,Garret Graves,2015.0,1972.0,0.0,0.0,0.0,0.0,46.0
348,Louisiana 6,Garret Graves,Republican,2014.0,Andie Saizan,Democratic,Louisiana,6,LA,LA_6,D,0,0,,,,,,,,,
349,Maine 1,Chellie Pingree,Democratic,2008.0,Mark Holbrook,Republican,Maine,1,ME,ME_1,R,0,0,,,,,,,,,
350,Maine 1,Chellie Pingree,Democratic,2008.0,Chellie Pingree,Democratic,Maine,1,ME,ME_1,D,1,10,Maine 1,Chellie Pingree,2009.0,1955.0,1.0,0.0,0.0,0.0,63.0
351,Maine 2,Bruce Poliquin,Republican,2014.0,Jared Golden,Democratic,Maine,2,ME,ME_2,D,0,0,,,,,,,,,
352,Maine 2,Bruce Poliquin,Republican,2014.0,Bruce Poliquin,Republican,Maine,2,ME,ME_2,R,1,4,Maine 2,Bruce Poliquin,2015.0,1953.0,0.0,0.0,0.0,0.0,65.0
353,Maryland 1,Andy Harris,Republican,2010.0,Jesse Colvin,Democratic,Maryland,1,MD,MD_1,D,0,0,,,,,,,,,
354,Maryland 1,Andy Harris,Republican,2010.0,Andy Harris,Republican,Maryland,1,MD,MD_1,R,1,8,Maryland 1,Andy Harris,2011.0,1957.0,0.0,0.0,0.0,0.0,61.0
355,Maryland 2,Dutch Ruppersberger,Democratic,2002.0,Liz Matory,Republican,Maryland,2,MD,MD_2,R,0,0,,,,,,,,,
356,Maryland 2,Dutch Ruppersberger,Democratic,2002.0,Dutch Ruppersberger,Democratic,Maryland,2,MD,MD_2,D,1,16,Maryland 2,Dutch Ruppersberger,2003.0,1946.0,0.0,0.0,0.0,0.0,72.0
357,Maryland 3,John Sarbanes,Democratic,2006.0,Charles Anthony,Republican,Maryland,3,MD,MD_3,R,0,0,,,,,,,,,
358,Maryland 3,John Sarbanes,Democratic,2006.0,John Sarbanes,Democratic,Maryland,3,MD,MD_3,D,1,12,Maryland 3,John Sarbanes,2007.0,1962.0,0.0,0.0,0.0,0.0,56.0
359,Maryland 4,Anthony Brown,Democratic,2016.0,Anthony Brown,Democratic,Maryland,4,MD,MD_4,D,1,2,,,,,,,,,
360,Maryland 4,Anthony Brown,Democratic,2016.0,George McDermott,Republican,Maryland,4,MD,MD_4,R,0,0,,,,,,,,,
361,Maryland 5,Steny Hoyer,Democratic,1981.0,William Devine III,Republican,Maryland,5,MD,MD_5,R,0,0,,,,,,,,,
362,Maryland 5,Steny Hoyer,Democratic,1981.0,Steny Hoyer,Democratic,Maryland,5,MD,MD_5,D,1,37,Maryland 5,Steny Hoyer,1981.0,1939.0,0.0,0.0,0.0,0.0,79.0
363,Maryland 6,John Delaney,Democratic,2012.0,Amie Hoeber,Republican,Maryland,6,MD,MD_6,R,0,0,,,,,,,,,
364,Maryland 6,John Delaney,Democratic,2012.0,David Trone,Democratic,Maryland,6,MD,MD_6,D,0,0,,,,,,,,,
365,Maryland 7,Elijah Cummings,Democratic,1996.0,Elijah Cummings,Democratic,Maryland,7,MD,MD_7,D,1,22,Maryland 7,Elijah Cummings,1996.0,1951.0,0.0,1.0,0.0,0.0,67.0
366,Maryland 7,Elijah Cummings,Democratic,1996.0,Richmond Davis,Republican,Maryland,7,MD,MD_7,R,0,0,,,,,,,,,
367,Maryland 8,Jamie Raskin,Democratic,2016.0,Jamie Raskin,Democratic,Maryland,8,MD,MD_8,D,1,2,Maryland 8,Jamie Raskin,2017.0,1962.0,0.0,0.0,0.0,0.0,56.0
368,Maryland 8,Jamie Raskin,Democratic,2016.0,John Walsh,Republican,Maryland,8,MD,MD_8,R,0,0,,,,,,,,,
369,Massachusetts 1,Richard Neal,Democratic,1988.0,Richard Neal,Democratic,Massachusetts,1,MA,MA_1,D,1,30,Massachusetts 1,Richard Neal,1989.0,1949.0,0.0,0.0,0.0,0.0,69.0
370,Massachusetts 2,Jim McGovern,Democratic,1996.0,Tracy Lovvorn,Republican,Massachusetts,2,MA,MA_2,R,0,0,,,,,,,,,
371,Massachusetts 2,Jim McGovern,Democratic,1996.0,Jim McGovern,Democratic,Massachusetts,2,MA,MA_2,D,1,22,Massachusetts 2,Jim McGovern,1997.0,1959.0,0.0,0.0,0.0,0.0,59.0
372,Massachusetts 3,Niki Tsongas,Democratic,2007.0,Rick Green,Republican,Massachusetts,3,MA,MA_3,R,0,0,,,,,,,,,
373,Massachusetts 3,Niki Tsongas,Democratic,2007.0,Lori Trahan,Democratic,Massachusetts,3,MA,MA_3,D,0,0,,,,,,,,,
374,Massachusetts 4,Joe Kennedy III,Democratic,2012.0,Joe Kennedy III,Democratic,Massachusetts,4,MA,MA_4,D,1,6,,,,,,,,,
375,Massachusetts 5,Katherine Clark,Democratic,2013.0,Katherine Clark,Democratic,Massachusetts,5,MA,MA_5,D,1,5,Massachusetts 5,Katherine Clark,2013.0,1963.0,1.0,0.0,0.0,0.0,55.0
376,Massachusetts 5,Katherine Clark,Democratic,2013.0,John Hugo,Republican,Massachusetts,5,MA,MA_5,R,0,0,,,,,,,,,
377,Massachusetts 6,Seth Moulton,Democratic,2014.0,Seth Moulton,Democratic,Massachusetts,6,MA,MA_6,D,1,4,Massachusetts 6,Seth Moulton,2015.0,1978.0,0.0,0.0,0.0,0.0,40.0
378,Massachusetts 6,Seth Moulton,Democratic,2014.0,Joseph Schneider,Republican,Massachusetts,6,MA,MA_6,R,0,0,,,,,,,,,
379,Massachusetts 7,Mike Capuano,Democratic,1998.0,Ayanna Pressley,Democratic,Massachusetts,7,MA,MA_7,D,0,0,,,,,,,,,
380,Massachusetts 8,Stephen Lynch,Democratic,2001.0,Stephen Lynch,Democratic,Massachusetts,8,MA,MA_8,D,1,17,,,,,,,,,
381,Massachusetts 9,Bill Keating,Democratic,2010.0,Bill Keating,Democratic,Massachusetts,9,MA,MA_9,D,1,8,Massachusetts 9,Bill Keating,2011.0,1952.0,0.0,0.0,0.0,0.0,66.0
382,Massachusetts 9,Bill Keating,Democratic,2010.0,Peter Tedeschi,Republican,Massachusetts,9,MA,MA_9,R,0,0,,,,,,,,,
383,Michigan 1,Jack Bergman,Republican,2016.0,Jack Bergman,Republican,Michigan,1,MI,MI_1,R,1,2,Michigan 1,Jack Bergman,2017.0,1947.0,0.0,0.0,0.0,0.0,71.0
384,Michigan 1,Jack Bergman,Republican,2016.0,Matt Morgan,Democratic,Michigan,1,MI,MI_1,D,0,0,,,,,,,,,
385,Michigan 2,Bill Huizenga,Republican,2010.0,Rob Davidson,Democratic,Michigan,2,MI,MI_2,D,0,0,,,,,,,,,
386,Michigan 2,Bill Huizenga,Republican,2010.0,Bill Huizenga,Republican,Michigan,2,MI,MI_2,R,1,8,Michigan 2,Bill Huizenga,2011.0,1969.0,0.0,0.0,0.0,0.0,49.0
387,Michigan 3,Justin Amash,Republican,2010.0,Cathy Albro,Democratic,Michigan,3,MI,MI_3,D,0,0,,,,,,,,,
388,Michigan 3,Justin Amash,Republican,2010.0,Justin Amash,Republican,Michigan,3,MI,MI_3,R,1,8,Michigan 3,Justin Amash,2011.0,1980.0,0.0,0.0,0.0,0.0,38.0
389,Michigan 4,John Moolenaar,Republican,2014.0,Jerry Hilliard,Democratic,Michigan,4,MI,MI_4,D,0,0,,,,,,,,,
390,Michigan 4,John Moolenaar,Republican,2014.0,John Moolenaar,Republican,Michigan,4,MI,MI_4,R,1,4,Michigan 4,John Moolenaar,2015.0,1961.0,0.0,0.0,0.0,0.0,57.0
391,Michigan 5,Dan Kildee,Democratic,2012.0,Dan Kildee,Democratic,Michigan,5,MI,MI_5,D,1,6,Michigan 5,Dan Kildee,2013.0,1958.0,0.0,0.0,0.0,0.0,60.0
392,Michigan 5,Dan Kildee,Democratic,2012.0,Travis Wines,Republican,Michigan,5,MI,MI_5,R,0,0,,,,,,,,,
393,Michigan 6,Fred Upton,Republican,1986.0,Matt Longjohn,Democratic,Michigan,6,MI,MI_6,D,0,0,,,,,,,,,
394,Michigan 6,Fred Upton,Republican,1986.0,Fred Upton,Republican,Michigan,6,MI,MI_6,R,1,32,Michigan 6,Fred Upton,1987.0,1953.0,0.0,0.0,0.0,0.0,65.0
395,Michigan 7,Tim Walberg,Republican,2010.0,Gretchen Driskell,Democratic,Michigan,7,MI,MI_7,D,0,0,,,,,,,,,
396,Michigan 7,Tim Walberg,Republican,2010.0,Tim Walberg,Republican,Michigan,7,MI,MI_7,R,1,8,Michigan 7,Tim Walberg,2011.0,1951.0,0.0,0.0,0.0,0.0,67.0
397,Michigan 8,Mike Bishop,Republican,2014.0,Mike Bishop,Republican,Michigan,8,MI,MI_8,R,1,4,Michigan 8,Mike Bishop,2015.0,1967.0,0.0,0.0,0.0,0.0,51.0
398,Michigan 8,Mike Bishop,Republican,2014.0,Elissa Slotkin,Democratic,Michigan,8,MI,MI_8,D,0,0,,,,,,,,,
399,Michigan 9,Sander Levin,Democratic,1982.0,Andy Levin,Democratic,Michigan,9,MI,MI_9,D,0,0,,,,,,,,,
400,Michigan 9,Sander Levin,Democratic,1982.0,Candius Stearns,Republican,Michigan,9,MI,MI_9,R,0,0,,,,,,,,,
401,Michigan 10,Paul Mitchell,Republican,2016.0,Kimberly Bizon,Democratic,Michigan,10,MI,MI_10,D,0,0,,,,,,,,,
402,Michigan 10,Paul Mitchell,Republican,2016.0,Paul Mitchell,Republican,Michigan,10,MI,MI_10,R,1,2,Michigan 10,Paul Mitchell,2017.0,1961.0,0.0,0.0,0.0,0.0,57.0
403,Michigan 11,Dave Trott,Republican,2014.0,Lena Epstein,Republican,Michigan,11,MI,MI_11,R,0,0,,,,,,,,,
404,Michigan 11,Dave Trott,Republican,2014.0,Haley Stevens,Democratic,Michigan,11,MI,MI_11,D,0,0,,,,,,,,,
405,Michigan 12,Debbie Dingell,Democratic,2014.0,Debbie Dingell,Democratic,Michigan,12,MI,MI_12,D,1,4,Michigan 12,Debbie Dingell,2015.0,1953.0,1.0,0.0,0.0,0.0,65.0
406,Michigan 12,Debbie Dingell,Democratic,2014.0,Jeff Jones,Republican,Michigan,12,MI,MI_12,R,0,0,,,,,,,,,
407,Michigan 13,,,,Rashida Tlaib,Democratic,Michigan,13,MI,MI_13,D,0,0,,,,,,,,,
408,Michigan 14,Brenda Lawrence,Democratic,2014.0,Marc Herschfus,Republican,Michigan,14,MI,MI_14,R,0,0,,,,,,,,,
409,Michigan 14,Brenda Lawrence,Democratic,2014.0,Brenda Lawrence,Democratic,Michigan,14,MI,MI_14,D,1,4,Michigan 14,Brenda Lawrence,2015.0,1954.0,1.0,1.0,0.0,0.0,64.0
410,Minnesota 1,Tim Walz,Democratic,2006.0,Dan Feehan,Democratic,Minnesota,1,MN,MN_1,D,0,0,,,,,,,,,
411,Minnesota 1,Tim Walz,Democratic,2006.0,Jim Hagedorn,Republican,Minnesota,1,MN,MN_1,R,0,0,,,,,,,,,
412,Minnesota 2,Jason Lewis,Republican,2016.0,Angie Craig,Democratic,Minnesota,2,MN,MN_2,D,0,0,,,,,,,,,
413,Minnesota 2,Jason Lewis,Republican,2016.0,Jason Lewis,Republican,Minnesota,2,MN,MN_2,R,1,2,Minnesota 2,Jason Lewis,2017.0,1955.0,0.0,0.0,0.0,0.0,63.0
414,Minnesota 3,Erik Paulsen,Republican,2008.0,Erik Paulsen,Republican,Minnesota,3,MN,MN_3,R,1,10,Minnesota 3,Erik Paulsen,2009.0,1965.0,0.0,0.0,0.0,0.0,53.0
415,Minnesota 3,Erik Paulsen,Republican,2008.0,Dean Phillips,Democratic,Minnesota,3,MN,MN_3,D,0,0,,,,,,,,,
416,Minnesota 4,Betty McCollum,Democratic,2000.0,Betty McCollum,Democratic,Minnesota,4,MN,MN_4,D,1,18,Minnesota 4,Betty McCollum,2001.0,1954.0,1.0,0.0,0.0,0.0,64.0
417,Minnesota 4,Betty McCollum,Democratic,2000.0,Greg Ryan,Republican,Minnesota,4,MN,MN_4,R,0,0,,,,,,,,,
418,Minnesota 5,Keith Ellison,Democratic,2006.0,Ilhan Omar,Democratic,Minnesota,5,MN,MN_5,D,0,0,,,,,,,,,
419,Minnesota 5,Keith Ellison,Democratic,2006.0,Jennifer Zielinski,Republican,Minnesota,5,MN,MN_5,R,0,0,,,,,,,,,
420,Minnesota 6,Tom Emmer,Republican,2014.0,Tom Emmer,Republican,Minnesota,6,MN,MN_6,R,1,4,Minnesota 6,Tom Emmer,2015.0,1961.0,0.0,0.0,0.0,0.0,57.0
421,Minnesota 6,Tom Emmer,Republican,2014.0,Ian Todd,Democratic,Minnesota,6,MN,MN_6,D,0,0,,,,,,,,,
422,Minnesota 7,Collin Peterson,Democratic,1990.0,Dave Hughes,Republican,Minnesota,7,MN,MN_7,R,0,0,,,,,,,,,
423,Minnesota 7,Collin Peterson,Democratic,1990.0,Collin Peterson,Democratic,Minnesota,7,MN,MN_7,D,1,28,Minnesota 7,Collin Peterson,1991.0,1944.0,0.0,0.0,0.0,0.0,74.0
424,Minnesota 8,Rick Nolan,Democratic,2012.0,Joe Radinovich,Democratic,Minnesota,8,MN,MN_8,D,0,0,,,,,,,,,
425,Minnesota 8,Rick Nolan,Democratic,2012.0,Pete Stauber,Republican,Minnesota,8,MN,MN_8,R,0,0,,,,,,,,,
426,Mississippi 1,Trent Kelly,Republican,2015.0,Trent Kelly,Republican,Mississippi,1,MS,MS_1,R,1,3,Mississippi 1,Trent Kelly,2015.0,1966.0,0.0,0.0,0.0,0.0,52.0
427,Mississippi 1,Trent Kelly,Republican,2015.0,Randy Wadkins,Democratic,Mississippi,1,MS,MS_1,D,0,0,,,,,,,,,
428,Mississippi 2,Bennie Thompson,Democratic,1992.0,Bennie Thompson,Democratic,Mississippi,2,MS,MS_2,D,1,26,Mississippi 2,Bennie Thompson,1993.0,1948.0,0.0,1.0,0.0,0.0,70.0
429,Mississippi 3,Gregg Harper,Republican,2008.0,Michael Evans,Democratic,Mississippi,3,MS,MS_3,D,0,0,,,,,,,,,
430,Mississippi 3,Gregg Harper,Republican,2008.0,Michael Guest,Republican,Mississippi,3,MS,MS_3,R,0,0,,,,,,,,,
431,Mississippi 4,Steven Palazzo,Republican,2010.0,Jeramey Anderson,Democratic,Mississippi,4,MS,MS_4,D,0,0,,,,,,,,,
432,Mississippi 4,Steven Palazzo,Republican,2010.0,Steven Palazzo,Republican,Mississippi,4,MS,MS_4,R,1,8,Mississippi 4,Steven Palazzo,2011.0,1970.0,0.0,0.0,0.0,0.0,48.0
433,Missouri 1,Lacy Clay,Democratic,2000.0,Lacy Clay,Democratic,Missouri,1,MO,MO_1,D,1,18,Missouri 1,Lacy Clay,2001.0,1956.0,0.0,1.0,0.0,0.0,62.0
434,Missouri 1,Lacy Clay,Democratic,2000.0,Robert Vroman,Republican,Missouri,1,MO,MO_1,R,0,0,,,,,,,,,
435,Missouri 2,Ann Wagner,Republican,2012.0,Cort VanOstran,Democratic,Missouri,2,MO,MO_2,D,0,0,,,,,,,,,
436,Missouri 2,Ann Wagner,Republican,2012.0,Ann Wagner,Republican,Missouri,2,MO,MO_2,R,1,6,Missouri 2,Ann Wagner,2013.0,1962.0,1.0,0.0,0.0,0.0,56.0
437,Missouri 3,Blaine Luetkemeyer,Republican,2008.0,Katy Geppert,Democratic,Missouri,3,MO,MO_3,D,0,0,,,,,,,,,
438,Missouri 3,Blaine Luetkemeyer,Republican,2008.0,Blaine Luetkemeyer,Republican,Missouri,3,MO,MO_3,R,1,10,Missouri 3,Blaine Luetkemeyer,2009.0,1952.0,0.0,0.0,0.0,0.0,66.0
439,Missouri 4,Vicky Hartzler,Republican,2010.0,Vicky Hartzler,Republican,Missouri,4,MO,MO_4,R,1,8,Missouri 4,Vicky Hartzler,2011.0,1960.0,1.0,0.0,0.0,0.0,58.0
440,Missouri 4,Vicky Hartzler,Republican,2010.0,Renee Hoagenson,Democratic,Missouri,4,MO,MO_4,D,0,0,,,,,,,,,
441,Missouri 5,Emanuel Cleaver,Democratic,2004.0,Emanuel Cleaver,Democratic,Missouri,5,MO,MO_5,D,1,14,Missouri 5,Emanuel Cleaver,2005.0,1944.0,0.0,1.0,0.0,0.0,74.0
442,Missouri 5,Emanuel Cleaver,Democratic,2004.0,Jacob Turk,Republican,Missouri,5,MO,MO_5,R,0,0,,,,,,,,,
443,Missouri 6,Sam Graves,Republican,2000.0,Sam Graves,Republican,Missouri,6,MO,MO_6,R,1,18,Missouri 6,Sam Graves,2001.0,1963.0,0.0,0.0,0.0,0.0,55.0
444,Missouri 6,Sam Graves,Republican,2000.0,Henry Martin,Democratic,Missouri,6,MO,MO_6,D,0,0,,,,,,,,,
445,Missouri 7,Billy Long,Republican,2010.0,Billy Long,Republican,Missouri,7,MO,MO_7,R,1,8,Missouri 7,Billy Long,2011.0,1955.0,0.0,0.0,0.0,0.0,63.0
446,Missouri 7,Billy Long,Republican,2010.0,Jamie Schoolcraft,Democratic,Missouri,7,MO,MO_7,D,0,0,,,,,,,,,
447,Missouri 8,Jason Smith,Republican,2013.0,Kathy Ellis,Democratic,Missouri,8,MO,MO_8,D,0,0,,,,,,,,,
448,Missouri 8,Jason Smith,Republican,2013.0,Jason Smith,Republican,Missouri,8,MO,MO_8,R,1,5,,,,,,,,,
449,Montana 1,Greg Gianforte,Republican,2017.0,Greg Gianforte,Republican,Montana,1,MT,MT_1,R,1,1,Montana at large,Greg Gianforte,2017.0,1961.0,0.0,0.0,0.0,0.0,57.0
450,Montana 1,Greg Gianforte,Republican,2017.0,Kathleen Williams,Democratic,Montana,1,MT,MT_1,D,0,0,,,,,,,,,
451,Nebraska 1,Jeff Fortenberry,Republican,2004.0,Jeff Fortenberry,Republican,Nebraska,1,NE,NE_1,R,1,14,Nebraska 1,Jeff Fortenberry,2005.0,1960.0,0.0,0.0,0.0,0.0,58.0
452,Nebraska 1,Jeff Fortenberry,Republican,2004.0,Jessica McClure,Democratic,Nebraska,1,NE,NE_1,D,0,0,,,,,,,,,
453,Nebraska 2,Don Bacon,Republican,2016.0,Don Bacon,Republican,Nebraska,2,NE,NE_2,R,1,2,Nebraska 2,Don Bacon,2017.0,1963.0,0.0,0.0,0.0,0.0,55.0
454,Nebraska 2,Don Bacon,Republican,2016.0,Kara Eastman,Democratic,Nebraska,2,NE,NE_2,D,0,0,,,,,,,,,
455,Nebraska 3,Adrian Smith,Republican,2006.0,Adrian Smith,Republican,Nebraska,3,NE,NE_3,R,1,12,Nebraska 3,Adrian Smith,2007.0,1970.0,0.0,0.0,0.0,0.0,48.0
456,Nebraska 3,Adrian Smith,Republican,2006.0,Paul Theobald,Democratic,Nebraska,3,NE,NE_3,D,0,0,,,,,,,,,
457,Nevada 1,Dina Titus,Democratic,2012.0,Joyce Bentley,Republican,Nevada,1,NV,NV_1,R,0,0,,,,,,,,,
458,Nevada 1,Dina Titus,Democratic,2012.0,Dina Titus,Democratic,Nevada,1,NV,NV_1,D,1,6,Nevada 1,Dina Titus,2013.0,1950.0,1.0,0.0,0.0,0.0,68.0
459,Nevada 2,Mark Amodei,Republican,2011.0,Mark Amodei,Republican,Nevada,2,NV,NV_2,R,1,7,Nevada 2,Mark Amodei,2011.0,1958.0,0.0,0.0,0.0,0.0,60.0
460,Nevada 2,Mark Amodei,Republican,2011.0,Clint Koble,Democratic,Nevada,2,NV,NV_2,D,0,0,,,,,,,,,
461,Nevada 3,Jacky Rosen,Democratic,2016.0,Susie Lee,Democratic,Nevada,3,NV,NV_3,D,0,0,,,,,,,,,
462,Nevada 3,Jacky Rosen,Democratic,2016.0,Danny Tarkanian,Republican,Nevada,3,NV,NV_3,R,0,0,,,,,,,,,
463,Nevada 4,Ruben Kihuen,Democratic,2016.0,Cresent Hardy,Republican,Nevada,4,NV,NV_4,R,0,0,,,,,,,,,
464,Nevada 4,Ruben Kihuen,Democratic,2016.0,Steven Horsford,Democratic,Nevada,4,NV,NV_4,D,0,0,,,,,,,,,
465,New Hampshire 1,Carol Shea-Porter,Democratic,2016.0,Eddie Edwards,Republican,New Hampshire,1,NH,NH_1,R,0,0,,,,,,,,,
466,New Hampshire 1,Carol Shea-Porter,Democratic,2016.0,Chris Pappas,Democratic,New Hampshire,1,NH,NH_1,D,0,0,,,,,,,,,
467,New Hampshire 2,Ann McLane Kuster,Democratic,2012.0,Ann McLane Kuster,Democratic,New Hampshire,2,NH,NH_2,D,1,6,New Hampshire 2,Ann McLane Kuster,2013.0,1956.0,1.0,0.0,0.0,0.0,62.0
468,New Hampshire 2,Ann McLane Kuster,Democratic,2012.0,Steve Negron,Republican,New Hampshire,2,NH,NH_2,R,0,0,,,,,,,,,
469,New Jersey 1,Donald Norcross,Democratic,2014.0,Paul Dilks,Republican,New Jersey,1,NJ,NJ_1,R,0,0,,,,,,,,,
470,New Jersey 1,Donald Norcross,Democratic,2014.0,Donald Norcross,Democratic,New Jersey,1,NJ,NJ_1,D,1,4,New Jersey 1,Donald Norcross,2014.0,1958.0,0.0,0.0,0.0,0.0,60.0
471,New Jersey 2,Frank LoBiondo,Republican,1994.0,Seth Grossman,Republican,New Jersey,2,NJ,NJ_2,R,0,0,,,,,,,,,
472,New Jersey 2,Frank LoBiondo,Republican,1994.0,Jeff Van Drew,Democratic,New Jersey,2,NJ,NJ_2,D,0,0,,,,,,,,,
473,New Jersey 3,Tom MacArthur,Republican,2014.0,Andy Kim,Democratic,New Jersey,3,NJ,NJ_3,D,0,0,,,,,,,,,
474,New Jersey 3,Tom MacArthur,Republican,2014.0,Tom MacArthur,Republican,New Jersey,3,NJ,NJ_3,R,1,4,New Jersey 3,Tom MacArthur,2015.0,1960.0,0.0,0.0,0.0,0.0,58.0
475,New Jersey 4,Chris Smith,Republican,1980.0,Chris Smith,Republican,New Jersey,4,NJ,NJ_4,R,1,38,New Jersey 4,Chris Smith,1981.0,1953.0,0.0,0.0,0.0,0.0,65.0
476,New Jersey 4,Chris Smith,Republican,1980.0,Josh Welle,Democratic,New Jersey,4,NJ,NJ_4,D,0,0,,,,,,,,,
477,New Jersey 5,Josh Gottheimer,Democratic,2016.0,Josh Gottheimer,Democratic,New Jersey,5,NJ,NJ_5,D,1,2,New Jersey 5,Josh Gottheimer,2017.0,1975.0,0.0,0.0,0.0,0.0,43.0
478,New Jersey 5,Josh Gottheimer,Democratic,2016.0,John McCann,Republican,New Jersey,5,NJ,NJ_5,R,0,0,,,,,,,,,
479,New Jersey 6,Frank Pallone,Democratic,1988.0,Frank Pallone,Democratic,New Jersey,6,NJ,NJ_6,D,1,30,New Jersey 6,Frank Pallone,1988.0,1951.0,0.0,0.0,0.0,0.0,67.0
480,New Jersey 6,Frank Pallone,Democratic,1988.0,Rich Pezzullo,Republican,New Jersey,6,NJ,NJ_6,R,0,0,,,,,,,,,
481,New Jersey 7,Leonard Lance,Republican,2008.0,Leonard Lance,Republican,New Jersey,7,NJ,NJ_7,R,1,10,New Jersey 7,Leonard Lance,2009.0,1952.0,0.0,0.0,0.0,0.0,66.0
482,New Jersey 7,Leonard Lance,Republican,2008.0,Tom Malinowski,Democratic,New Jersey,7,NJ,NJ_7,D,0,0,,,,,,,,,
483,New Jersey 8,Albio Sires,Democratic,2006.0,John Muniz,Republican,New Jersey,8,NJ,NJ_8,R,0,0,,,,,,,,,
484,New Jersey 8,Albio Sires,Democratic,2006.0,Albio Sires,Democratic,New Jersey,8,NJ,NJ_8,D,1,12,New Jersey 8,Albio Sires,2006.0,1951.0,0.0,0.0,0.0,0.0,67.0
485,New Jersey 9,Bill Pascrell,Democratic,1996.0,Eric Fisher,Republican,New Jersey,9,NJ,NJ_9,R,0,0,,,,,,,,,
486,New Jersey 9,Bill Pascrell,Democratic,1996.0,Bill Pascrell,Democratic,New Jersey,9,NJ,NJ_9,D,1,22,New Jersey 9,Bill Pascrell,1997.0,1937.0,0.0,0.0,0.0,0.0,81.0
487,New Jersey 10,Donald Payne,Democratic,2012.0,Agha Khan,Republican,New Jersey,10,NJ,NJ_10,R,0,0,,,,,,,,,
